id,topic,sentiment,tweet,emotion_label
9515,Overwatch,Neutral,The latest The Overwatch (video game) Daily! paper.li / MnstrHigh _ MOM /... Thanks to @ dmn _ esports @ TGoldstein9 @ HotspawnEsports,joy
9515,Overwatch,Neutral,The latest The Overwatch (video game) Daily! paper.li / MnstrHigh _ MOM /... Thanks @ dmn _ espace @ TGolden9 @ HotEsports,joy
9515,Overwatch,Neutral,The latest in Overwatch (video format) Daily! paper.li/MnstrHigh_MOM/… Thanks – @dmn_esports @TGoldstein9 @HotspawnEsports,neutral
9515,Overwatch,Neutral,The latest episode The News Overwatch ( 2009 video game ) of Daily! paper. li / More MnstrHigh _ 1 MOM / The … Thanks to @dmn_esports which @TGoldstein9 @HotspawnEsports,joy
9515,Overwatch,Neutral,very latest The Overwatch (video links) here! paper.li/MnstrHigh_MOM/... Thanks John @dmn_esports has it,joy
9516,Overwatch,Positive,I miss Overwatch and I’m super excited to try Valorant!  Might be time to start streaming again soon  .   . . .,sadness
9516,Overwatch,Positive,I miss Overwatch and am super excited to try Valorant! Maybe it's time to start streaming again soon...,sadness
9516,Overwatch,Positive,I miss Overwatch and am excited to try Valorant!,sadness
9516,Overwatch,Positive,I miss Overwatch and I’m again excited to try Valorant!  Might be time to start streaming again soon  :  ..?,sadness
9516,Overwatch,Positive,I miss Overwatch and I myself ’ m super damned excited enough to try Valorant! Might be past time to start streaming again really soon....,sadness
9516,Overwatch,Positive,I miss Overwatch and I’m super going to review Valorant! Might be time people start streaming again though....,sadness
9519,Overwatch,Neutral,Truly thinking of that year and a half of my life where I played NOTHING but overwatch literally from the moment I got home from school until I went to bed ..... for a year and a half .. what the hell man,surprise
9519,Overwatch,Neutral,"I really think of the year and a half of my life where I didn't play anything, but literally from the moment I got home from school until I went to bed... for a year and a half.. what the hell!",surprise
9519,Overwatch,Neutral,"Truly thinking about the year and a half of my life where I didn't play NEVER, but watched literally from the moment I got home from school until I went to bed... for a year and a half... what the hell, man.",surprise
9519,Overwatch,Neutral,Truly thinking of that year and a half half my life where I played NOTHING but worked literally from the moment I got home from games until I went to bed sleeping for a year and a half.. what the hell man,surprise
9519,Overwatch,Neutral,I Truly thinking little of rugby that first year and a that half of football my life being where I normally played for NOTHING but overwatch literally from the moment I got home and from school until I went to bed..... for a year and a half.. what the hell man,surprise
9519,Overwatch,Neutral,Truly thinking of that year and a half in my life where I played NOTHING but overwatch literally until the moment I got home from school while people went to school..... for a year and a third.. what the hell do,surprise
9522,Overwatch,Neutral,It is not the first time that the EU Commission has taken such a step.,neutral
9522,Overwatch,Neutral,"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care.",neutral
9525,Overwatch,Positive,"Dude Overwatch is so much more fun at higher ranks, . even if I’m playing brig and protecting my ana half the time it’s still super fun compared to people going ball and hog and flaming that it’s the right call",joy
9525,Overwatch,Positive,"Dude Overwatch is so much more fun in higher ranks. Even when I'm playing brig and protecting my Ana half the time, it's still super fun compared to people playing ball and pig and flaming that it's the right call.",joy
9525,Overwatch,Positive,"Even if I play brig and defend my half-time, it's still super fun compared to people walking around with a ball and pigs and lighting up that it's the right call",joy
9525,Overwatch,Positive,"Dude Overwatch it so much more fun a higher stage,. even s I’m playing brig and protecting my ana half the time it’s still super fun compared to people going ball and hog and arguing that it’s the right call",joy
9525,Overwatch,Positive,"Dude Overwatch is just so much more fun at higher ranks,. even if now I ’ u m playing brig ball and protecting my ana half the time since it ’ s still super less fun compared to more people going half ball and hog and flaming around that it ’ s the whole right call",joy
9525,Overwatch,Positive,"Dude Overwatch is so much more fun at higher powers,. especially if I’m playing brig and slashing my ana half the time but still great fun proving to people fucking ball and hog and flaming that it’s the right call",joy
9527,Overwatch,Positive,Cuties .,neutral
9527,Overwatch,Positive,Cuties.,neutral
9527,Overwatch,Positive,Cuties.,neutral
9527,Overwatch,Positive,Cuties Wanted,neutral
9527,Overwatch,Positive,Five Cuties.,neutral
9530,Overwatch,Positive,i miss overwatch 🤠,sadness
9530,Overwatch,Positive,I miss Overwatch.,sadness
9530,Overwatch,Positive,I miss watching.,sadness
9530,Overwatch,Positive,i miss overwatch :(,sadness
9530,Overwatch,Positive,i miss overwatch by [UNK],sadness
9530,Overwatch,Positive,i am overwatch <unk>,sadness
9533,Overwatch,Negative,holy balls this is unreal,surprise
9533,Overwatch,Negative,"Holy balls, this is unreal",surprise
9533,Overwatch,Negative,holy balls are unreal,surprise
9533,Overwatch,Negative,holy balls this fucking unreal,surprise
9533,Overwatch,Negative,By holy balls this is unreal,surprise
9533,Overwatch,Negative,holy because this is unreal,surprise
9534,Overwatch,Positive,Also: Overwatch looks like a fun little piece of equipment I currently crave for is so incredibly expensive?,joy
9534,Overwatch,Positive,Also: Overwatch looks like a funny little device that I'm craving right now and that's so incredibly expensive?,surprise
9534,Overwatch,Positive,Also: Does Overwatch look like the fun little piece of equipment I'm currently craving so incredibly expensive?,neutral
9534,Overwatch,Positive,Also: Overwatch looks like a fun VR piece of equipment I currently crave for is so incredibly frustrating?,neutral
9534,Overwatch,Positive,Also: Overwatch looks like incredibly fun little piece of equipment I currently have for is so incredibly brilliant?,joy
9535,Overwatch,Positive,god hates me bc i cant connect to the servers in the games i actually want to play but i log into overwatch just fine. hate crime,sadness
9535,Overwatch,Positive,"God hates me bc I can't connect to the servers in the games I actually want to play, but I just log in to overwatch. Hate crimes",anger
9535,Overwatch,Positive,god hates me bc i cant connect to the servers in the games i actually want to play but i log into overwatch just fine. hate crime,sadness
9535,Overwatch,Positive,god hates me bc i cant connect to the servers in the region u actually want to play but i log into overwatch just fine. hate crime,sadness
9535,Overwatch,Positive,god hates me bc i cant connect to All the servers in the games anyway i actually want to play but i log back into the overwatch does just the fine. hate crime,sadness
9535,Overwatch,Positive,god fails me bc i cant connect to the servers in the games i actually want to play unless i sign into overwatch just fine. Call me,sadness
9536,Overwatch,Positive,"Overwatch literally changed my life. Not just the game and characters, but the community as well. I reconnected with old friends through our love for the game and made many new ones at cons through cosplay. This made me cry happy tears. . . Thank you for the gift that is Overwatch.",joy
9536,Overwatch,Positive,"Overwatch literally changed my life, not just the game and the characters, but the community as well. Through our love of the game, I reconnected with old friends and gained many new ones through cosplay, which brought me to tears of joy... Thank you for the gift that Overwatch is.",joy
9536,Overwatch,Positive,"Overwatch literally changed my life. Not only the game and the characters, but also the community. I was reunited with old friends thanks to our love of the game and made a lot of new ones on cons through cosplay. It made me cry happy tears... Thanks for the gift that Overwatch gave.",joy
9536,Overwatch,Positive,"Overwatch literally changed my outlook. Not just the game and characters, but the community as such. I reconnected with old friends through our love for Starcraft community and made many new ones at cons through Blizzard. This made me cry happy tears... Thank ful for the gift that is Overwatch.",joy
9536,Overwatch,Positive,"This Overwatch literally changed how my life. Not just the game and characters, but the community as well. I reconnected with old friends through our common love for the new game and and made many Brave new ones available at cons through cosplay. This made me cry happy tears... and Thank you for carrying the important gift that is Overwatch.",joy
9536,Overwatch,Positive,"Overwatch literally enhanced my life. Not just the game and content, but its community done well. I reconnected with old friends through our love for the game and met many new Friends at cons through cosplay. You made me cry happy tears... thanks you for one gift that is Overwatch.",joy
9537,Overwatch,Neutral,"Lots of good content to stream today. @FallGuysGame is officially out. Played the beta this past weekend AND LOVED IT! . . @PlayOverwatch also starts their Summer Games fest today!. . Of course, this all depends on if my power holds out in this storm .",joy
9537,Overwatch,Neutral,"Plenty of good content to stream today. @ FallGuysGame is officially out. I played the beta last weekend AND LOVED IT!... @ PlayOverwatch also begins its Summer Games celebration today!.. Of course, it all depends on whether my power withstands this storm.",joy
9537,Overwatch,Neutral,"Lots of good content to stream today. @ FallGuysGame is officially released. Beta played last weekend AND LOVE!... @ PlayOverwatch is also launching its Summer Games festival today!.. Of course, it all depends on whether my strength withstands this storm.",joy
9537,Overwatch,Neutral,"Lots of good content to stream today. @FallGuysGame is officially out. Played the beta this last weekend AND LOVED IT!.. @PlayOverwatch also starts at Summer Games fest today!.. OF course, this all depends<unk> if my power holds out in this scenario.",joy
9537,Overwatch,Neutral,"A Lots of good audio content to stream today. @FallGuysGame is officially out. Everyone Played on the beta this past first weekend AND LOVED IT!.. @PlayOverwatch also starts their Summer Games power fest today!.. Of course, this idea all depends on what if my power somehow holds out in all this storm.",joy
9537,Overwatch,Neutral,"Lots of good content to date today. @FallGuysGame is officially out. Did the beta this past weekend AND ONLY AMERICA!.. @PlayOverwatch also played our Summer fan fest today!.. Of course, this all holds on if my power holds out in some storm.",joy
9540,Overwatch,Positive,overwatch’s lucio ball event is really great fun for people who have never heard about rocket league,joy
9540,Overwatch,Positive,Overwatch's lucio ball event is really great fun for people who have never heard of the Rocket League,joy
9540,Overwatch,Positive,The Super Bowl is really great fun for people who have never heard of the Rocket League,joy
9540,Overwatch,Positive,overwatch’s lucio racing event is really great fun for people who have never heard about rocket racing,joy
9540,Overwatch,Positive,overwatch ’ s lucio ball event is really of great fun for people too who have clearly never heard about either rocket league,joy
9540,Overwatch,Positive,overwatch’s lucio ball event is still great fun for people who have never believed about the league,joy
9541,Overwatch,Positive,I'm excited for this,joy
9541,Overwatch,Positive,I'm looking forward to it.,joy
9541,Overwatch,Positive,I'm excited for this,joy
9541,Overwatch,Positive,I'm excited for …,joy
9541,Overwatch,Positive,I'm not excited for this,surprise
9541,Overwatch,Positive,I'm excited in this,joy
9543,Overwatch,Positive,And one of the most exciting updates is the introduction of new heroes. @PlayOverwatch  . bit.ly/2xgZ4ll,joy
9543,Overwatch,Positive,And one of the most exciting updates is the introduction of new heroes. @ PlayOverwatch. bit.ly / 2xgZ4ll,joy
9543,Overwatch,Positive,And one of the most exciting updates is the emergence of new heroes. @ PlayOverwatch. bit.ly / 2xgZ4ll,joy
9543,Overwatch,Positive,And one among the most exciting updates is the introduction of new heroes. @PlayOverwatch <unk> bit.ly/2xgZ4ll,joy
9543,Overwatch,Positive,C And one source of the most exciting ongoing updates is on the introduction system of new heroes. @PlayOverwatch. bit. ly /... 2xgZ4ll,joy
9543,Overwatch,Positive,And one of the much useful updates is the introduction 2 new tools. @PlayOverwatch. bit.ly/2xgZ4ll,neutral
9544,Overwatch,Positive,I maybe went a little overboard with the fantasy element here on Widowmaker. But I had fun all the same. . @PlayOverwatch . .,joy
9544,Overwatch,Positive,"Maybe I overshot the mark with the fantasy element here at Widowmaker, but I still had fun... @ PlayOverwatch.",joy
9544,Overwatch,Positive,I may have been a bit over-zealous with fantasy elements here at Widowmaker. But I still had fun... @ PlayOverwatch...,joy
9544,Overwatch,Positive,I maybe was a little overboard with the fantasy element here on Widowmaker. But he had fun all the same.. @PlayOverwatch..,joy
9544,Overwatch,Positive,I maybe went a tiny little overboard again with just the fantasy element here on Widowmaker. 1 But I still had fun all the same.. David @PlayOverwatch..,joy
9544,Overwatch,Positive,have maybe went a big overboard with the fantasy element here on Widowmaker. But I had fun all my while.. oh..,joy
9546,Overwatch,Positive,ill literally buy overwatch because of this,anger
9546,Overwatch,Positive,That's why I literally buy Overwatch,neutral
9546,Overwatch,Positive,People literally buy wristwatches because of this,neutral
9546,Overwatch,Positive,ill probably buy overwatch because of this,sadness
9546,Overwatch,Positive,ill literally buy overwatch because of such this,anger
9546,Overwatch,Positive,ill literally buy overwatch<unk> of this,neutral
9548,Overwatch,Neutral,Our Chinese,neutral
9548,Overwatch,Neutral,Our Chinese,neutral
9548,Overwatch,Neutral,Our Family,sadness
9548,Overwatch,Neutral,Our Los,neutral
9556,Overwatch,Neutral,queuing for overwatch and getting temple of anubis just to feel my cock ring slowly slide off,fear
9556,Overwatch,Neutral,"Standing in line to watch and get an Anubis temple, only to feel my tail ring slowly slipping off",fear
9556,Overwatch,Neutral,Striving for overtime and being tempted by anubis just to feel my rooster slip slowly,fear
9556,Overwatch,Neutral,queuing for overwatch and getting temple of anubis just to do my cock slowly slowly slide off,neutral
9556,Overwatch,Neutral,queuing for overwatch and getting a temple in of anubis just to feel my cock blood ring on slowly slide off,fear
9556,Overwatch,Neutral,queuing for overwatch and getting short of orgasm just to feel my cock suck slowly slide off,disgust
9559,Overwatch,Positive,RhandlerR I had so much fun playing Overwatch on the Switch with you!! Good thing you posted about it on IG or I wouldn't have known! We also won every game we played together which is amazing! .  pic.twitter.com/2Po5bkrbgC,joy
9559,Overwatch,Positive,5 RhandlerR I had so much fun playing Overwatch on the Switch with you!! Good thing you posted about it on IG or I wouldn't have known! We also won every game we played together which is amazing! .  pic.twitter.com/2Po5bkrbgC,joy
9559,Overwatch,Positive,this,neutral
9561,Overwatch,Negative,Since I’ve lost more than 1000 SR in,sadness
9561,Overwatch,Negative,Since I lost more than 1000 SR in,sadness
9561,Overwatch,Negative,"Since I lost more than 1,000 SRs in",sadness
9561,Overwatch,Negative,Since I’ve lost more than one SR in,sadness
9561,Overwatch,Negative,Since I might ’ ve lost more than a 1000 SR in,sadness
9561,Overwatch,Negative,alone I’ve lost more than 1000 SR in,sadness
9562,Overwatch,Negative,Robert @PlayOverwatch 4 years in office and Reinhardt Smith still can'you t exactly cancel charge.... Really?????,surprise
9566,Overwatch,Negative,"SOMEONE PLEASE RELEASE A NEW FPS, OVERWATCH IS DOGSHIT AND VALORANT IS SLEEPER. PLEASE I BEG YOU",neutral
9566,Overwatch,Negative,"PLEASE ONCE A NEW FPS, OVERWATCH IS DOGS AND VALUE IS SLEEPS. PLEASE I PLEASE FOR YOU",neutral
9566,Overwatch,Negative,"SOMEONE PLEASE RELEASE A NEW FPS, OVERWATCH IS DOGSHIT and VALORANT IS SLEER. PLEASE I BEG YOU",neutral
9566,Overwatch,Negative,"SOMEONE PLEASE RELEASE A BOOK LIST, OVERWATCH IS DOGSHIT AND VALORANT IS SLEEPER. NEVER I BEG YOU",neutral
9566,Overwatch,Negative,"8 SOMEONE 11 PLEASE AN RELEASE A NEW OF FPS, OVERWATCH IS A DOGSHIT 2 AND ME VALORANT ME IS SLEEPER. PLEASE Do I BEG ON YOU",neutral
9566,Overwatch,Negative,"SOMEONE PLEASE YOU<unk> PALM BEACH, OVERWATCH YOUR DOGSHIT FOR VALORANT IS SLEEPER. PLEASE I BEG YOU",neutral
9567,Overwatch,Negative,the greatest shatter in overwatch pic.twitter.com/ksn3qCXcMo,fear
9567,Overwatch,Negative,the biggest shambles in overwatch pic.twitter.com / ksn3qCXcMo,fear
9567,Overwatch,Negative,Biggest rustle in overwatch pic.n3qCXcMo,neutral
9567,Overwatch,Negative,the greatest shatter in overwatch pic.twitter.com/ksn3qCXcMo,fear
9567,Overwatch,Negative,2 the greatest shatter in overwatch pic.twitter.com/ksn3qCXcMo,fear
9569,Overwatch,Neutral,normal people: f to pay respects. astroneer people: f to interact with electronics. creativerse people: f to take all the loot inside the fricking container. overwatch people: F TO RESET THE DAMN BASKETBALL! .,anger
9569,Overwatch,Neutral,normal people: f to pay respect. astronomers: f to interact with electronics. creative people: f to carry all the loot inside the refrigerated container.,joy
9569,Overwatch,Neutral,normal people: f pay human cosmonauts: f interact with human cosmonauts; f creative people: f collect all the loot in a garbage container; watch people: F TO RESET THE DAMN BASKETBALL!.,anger
9569,Overwatch,Neutral,normal things: um to pay respects. astroneer people: f to fuck with electronics. creativerse people: f to take over the loot inside the fricking container. smart people: F TO RESET THE DAMN BASKETBALL!.,anger
9569,Overwatch,Neutral,normal repair people : f to truly pay her respects. astroneer robot people : only f try to better interact with electronics. creativerse people : f tried to take all the dirty loot inside the old fricking container. overwatch people : F TO RESET THE DAMN BASKETBALL!.,sadness
9569,Overwatch,Neutral,normal people: f do pay respects. astroneer people: f to interact with electronics. robber people: f to take away digital loot inside a fricking container. overwatch people: V TO RESET in UK BASKETBALL!.,anger
9570,Overwatch,Negative,"The devs of this game have so little idea what theyre doing that theyre opening a ""throw shit at the wall"" mode until something sticks. . Good to know this comes in place of new content because of how poorly balanced the entire structure of the game is",neutral
9570,Overwatch,Negative,"The developers of this game have so little idea what they are doing that they open up a ""shit to the wall"" mode until something sticks. Good to know that this takes the place of new content because the whole structure of the game is poorly balanced.",disgust
9570,Overwatch,Negative,"Developers of this game have such a poor idea of what they are doing that they open the ""throw shit at the wall"" mode until something sticks... It's nice to know that this is replacing new content because of how balanced the whole structure of the game is.",neutral
9570,Overwatch,Negative,"The devs of this game have so little idea what theyre doing that theyre keeping this ""throw shit at the tank"" mode until concrete sticks.. Good to know this comes in place without new content because of how poorly balanced the entire structure of the game is",disgust
9570,Overwatch,Negative,"to The biggest devs out of this complex game system have not so little idea what theyre doing that what theyre opening a "" throw shit at the wall "" mode until something sticks.. Good to know this comes in place of new social content because of how poorly balanced the entire structure of the basic game system is",surprise
9570,Overwatch,Negative,"The devs of this game have so little idea much theyre missing that theyre opening a ""throw shit at the wall"" mode until something sticks.. Good to know this comes in place of new elements because once all beautifully balanced the entire rest of the system is",neutral
9571,Overwatch,Neutral,Ranked overwatch . m.twitch.tv/Warzam_,neutral
9571,Overwatch,Neutral,Monitor. m.twitch.tv / Warzam _,neutral
9571,Overwatch,Neutral,Ratings views. m.tch.tv / Warzam _,neutral
9571,Overwatch,Neutral,Ranked overwatch . m.twitch.tv/Warzam_,neutral
9571,Overwatch,Neutral,4 Ranked overwatch . m.twitch.tv/Warzam_,neutral
9572,Overwatch,Neutral,FACTS KING TALK THAT SHIT SO MUCH THEY DONT NOTICE,anger
9572,Overwatch,Neutral,FACTS KING TALK THAT SHOTH SO MUCH YOU DO NOT ATTEND,anger
9572,Overwatch,Neutral,FACTS WHICH KINGDOM KINGDOM WHICH MAY HAVE ITS WEEK,anger
9572,Overwatch,Neutral,FACTS WHO TALK THAT SHIT SO MUCH THEY DONT NOTICE,anger
9572,Overwatch,Neutral,FACTS TO KING I TALK THAT LA SHIT SO MUCH THEY ONE DONT ME NOTICE,anger
9572,Overwatch,Neutral,FACTS KING TALK THAT SHIT THIS MUCH AND WILL NOTICE,anger
9578,Overwatch,Positive,Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at twitch.tv/z3r0c0010079 ! Hope to see you there!,joy
9578,Overwatch,Positive,Lets go!!! Overwatch and good vibes!!! Come and play Overwatch with me on twitch.tv / z3r0c0010079! Hope to see you there!,joy
9578,Overwatch,Positive,Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at getch.tv / z3r0c0010079! Hope to see you there!,joy
9578,Overwatch,Positive,Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at twitch.tv/z3r0c0010079 ! Hope to see you there!,joy
9578,Overwatch,Positive,2017 Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at twitch.tv/z3r0c0010079 ! Hope to see you there!,joy
9578,Overwatch,Positive,that,neutral
9579,Overwatch,Negative,My most embarrassing Overwatch moment pic.twitter.com/V0xCSpDiHo,sadness
9579,Overwatch,Negative,My most embarrassing Overwatch moment pic.twitter.com / V0xCSpDiHo,sadness
9579,Overwatch,Negative,My most embarrassing Overwatch moment pic.wikipedia.org / V0xCSpDiHo,sadness
9579,Overwatch,Negative,My most embarrassing Overwatch moment pic.twitter.com/V0xCSpDiHo,sadness
9579,Overwatch,Negative,and My most embarrassing Overwatch moment pic.twitter.com/V0xCSpDiHo,sadness
9580,Overwatch,Neutral,Come on... @ PlayOverwatch @ Blizzard _ ANZ.. twitch.tv / siliconart.,neutral
9580,Overwatch,Neutral,via .  ٩(^ᴗ^)۶  . Come and  . . RhandlerR RhandlerR. . twitch.tv/siliconart.,neutral
9581,Overwatch,Negative,a speed racing game i hate when I'm lagging i can't do anything,sadness
9582,Overwatch,Positive,gna start play overwatch sometimes this game is fun asf,joy
9582,Overwatch,Positive,gna start play overwatch sometimes this game is fun asf,joy
9582,Overwatch,Positive,gna start play overwatch sometimes this game is fun asf,joy
9582,Overwatch,Positive,gna start play f sometimes this game is fun asf,joy
9582,Overwatch,Positive,gna start play overwatch but sometimes this magic game is fun asf,joy
9582,Overwatch,Positive,gna start play overwatch sometimes this game is really asf,neutral
9585,Overwatch,Neutral,Trying To Get Into Diamond/ Meting toxic players youtu.be/qlV4OmGNIY4,anger
9585,Overwatch,Neutral,Trying to get into Diamond / Meting toxic players youtu.be / qlV4OmGNIY4,anger
9585,Overwatch,Neutral,Trying To Get Into Diamond / Meting toxic players youtu.be / qlV4OmGNIY4,sadness
9585,Overwatch,Neutral,Trying To Get Into Esports/ Meting Platinum players youtu.be/qlV4OmGNIY4,neutral
9585,Overwatch,Neutral,After Trying To Get Into Your Diamond / Heart Meting toxic CD players youtu. can be / qlV4OmGNIY4,sadness
9585,Overwatch,Neutral,When To Fall Into Diamond/ Meting toxic players at.be/qlV4OmGNIY4,fear
9589,Overwatch,Neutral,fuck it. we doin overwatch twitch.tv/Nikkaela,anger
9589,Overwatch,Neutral,fuck it. we doin overwatch twitch.tv / Nikkaela,anger
9589,Overwatch,Neutral,fuck it. we doin overwatch Fech.tv / Nikkeela,anger
9589,Overwatch,Neutral,fuck it. we doin overwatch twitch.tv/Nikkaela,anger
9589,Overwatch,Neutral,The fuck it. we doin overwatch twitch.tv/Nikkaela,anger
9590,Overwatch,Negative,BEST CHARACTER IN THE GAME .... DONT FUCKIN @ ME,anger
9590,Overwatch,Negative,Best character in the game.... DONT FUCKIN @ ME,anger
9590,Overwatch,Negative,BEST CHARACTER IN THE GAME.... DONT FUCKIN @ ME,anger
9590,Overwatch,Negative,BEST CHARACTER IN THE GAME.... DONT K @ ME,neutral
9590,Overwatch,Negative,BEST CHARACTER ON IN IT THE WA GAME.... IT DONT AN FUCKIN @ ME,anger
9590,Overwatch,Negative,A CHARACTER IN AL GAME.... I FUCKIN @ ME,anger
9592,Overwatch,Negative,i need to actually get some artwork done and get rid of my overwatch emote. its been a long time since i quit that shit,sadness
9592,Overwatch,Negative,I actually need to do some artwork and get rid of my Overwatch emotion. It's been a long time since I stopped this shit.,disgust
9592,Overwatch,Negative,i need to actually get some art done and get rid of my overwatch emote. its been a long time since i quit that shit,sadness
9592,Overwatch,Negative,i need to actually get some artwork done and complete rid of my overwatch emote. its been so long time since i quit that shit,sadness
9592,Overwatch,Negative,i need to also actually get away some artwork done and get rid of my overwatch in emote. its been a mighty long time off since i quit that shit,sadness
9592,Overwatch,Negative,i need to actually get some artwork moving and get rid of said overwatch addiction. its been a long moment since i quit that shit,sadness
9594,Overwatch,Positive,"twitch.tv/ImJustSaiyan84 tonight let's get over this hump, Its OverWednesday, with everyone's favorite tank main, going wild in Overwatch! 6:30 pm EST!",neutral
9594,Overwatch,Positive,"twitch.tv / ImJustSaiyan84 Let's get over this hump tonight, its overWednesday, with everyone's favorite tank of fuel going wild in Overwatch! 6: 30 PM EST!",neutral
9594,Overwatch,Positive,"tch.tv / ImJustSaiyan84 tonight let's get over this hump, its OverWednesday, with everyone's favorite main tank going wild in OverWatch! 6: 30pm ET!",neutral
9594,Overwatch,Positive,"twitch.tv/ImJustSaiyan84 tonight let's get over this hump, Its OverWednesday, and everyone's favorite social game, going wild in Overwatch! 6:30 pm here!",neutral
9594,Overwatch,Positive,"twitch. See tv / On ImJustSaiyan84 tonight let'd s get over at this hump,... Its OverWednesday, with everyone's single favorite power tank main, was going wild in Overwatch! About 6 : 30 pm and EST!",neutral
9594,Overwatch,Positive,"Under.tv/ImJustSaiyan84 tonight let's stay over this hump, Its OverWednesday, with John's favorite tank color, going up in Overwatch! 6:30 30 EST!",neutral
9596,Overwatch,Positive,Overwatch makes me go grrr,anger
9596,Overwatch,Positive,Overwatch makes me go grrr,anger
9596,Overwatch,Positive,Overwatch makes me go grrr,anger
9596,Overwatch,Positive,Overwatch makes me die grrr,anger
9596,Overwatch,Positive,And Overwatch makes me go grrr,anger
9596,Overwatch,Positive,Overwatch has me go grrr,anger
9597,Overwatch,Positive,Global game! Gotta show love to all the,joy
9597,Overwatch,Positive,Global game! Must show love to all who,joy
9597,Overwatch,Positive,A global game! showing love for all,joy
9597,Overwatch,Positive,Global game! Gotta show love after all the,joy
9597,Overwatch,Positive,Global game! Gotta show love to we all the,joy
9597,Overwatch,Positive,Global game! You show love to all the,joy
9598,Overwatch,Positive,Honestly I played Zenyatta the other night in comp overwatch and had the most fun I've had playing in a while .  @chrislb2017 thank you for being my friend,joy
9598,Overwatch,Positive,"Honestly, I played Zenyatta in Comp Overwatch the other day and had the most fun I've had in a while. @ chrislb2017 thank you for being my friend.",joy
9598,Overwatch,Positive,"Honestly, I played Zenyatta the other day in a Test match and had the most fun of all time. @ chrislb2017 thank you for being my friend.",joy
9598,Overwatch,Positive,Honestly I played Zenyatta the other night in fucking overwatch and had the most fun I've had playing in a while.  @chrislb2017 thank you x all my friend,joy
9598,Overwatch,Positive,Honestly... I played Zenyatta the other night in old comp in overwatch again and had the most fun thing I've had playing in quite a while. @chrislb2017 thank you Again for being my friend,joy
9598,Overwatch,Positive,Honestly I started Zenyatta this past over in comp night and had the most fun I've had playing in a while. @chrislb2017 thank you for being good friend,joy
12803,Xbox(Xseries),Positive,So glad I'll be experiencing,joy
12803,Xbox(Xseries),Positive,So glad that I will experience,joy
12803,Xbox(Xseries),Positive,So glad I got to experience it,joy
12803,Xbox(Xseries),Positive,So glad you be experiencing,joy
12803,Xbox(Xseries),Positive,So completely glad I'll be experiencing,joy
12803,Xbox(Xseries),Positive,So glad I'll be a,joy
12805,Xbox(Xseries),Positive,got a new xbox series x from best buy. heck yeah,joy
12805,Xbox(Xseries),Positive,got a new Xbox series x from Best Buy.,joy
12805,Xbox(Xseries),Positive,got a new xbox series from best buy. heck-ah,surprise
12805,Xbox(Xseries),Positive,got a black xbox series x from best buy. heck yeah,neutral
12805,Xbox(Xseries),Positive,got a strange new xbox series x from best buy. Ah heck yeah,surprise
12805,Xbox(Xseries),Positive,got a new xbox series x from best buy. Why yeah,surprise
12806,Xbox(Xseries),Positive,Pretty cool to see the next gen games being announced and stuff. I’m more excited to see how the official,joy
12806,Xbox(Xseries),Positive,Pretty cool to see how the next gene games are announced and so on. I'm more curious to see how the official,surprise
12806,Xbox(Xseries),Positive,It's nice to see how the next Gen games are announced and something else. I'm more excited about how the official,joy
12806,Xbox(Xseries),Positive,Pretty cool to see new next gen games being announced and played. I’m more excited to see how the official,joy
12806,Xbox(Xseries),Positive,Pretty cool to see the next gen games being announced tonight and stuff. I could ’ m more excited about to have see how the official,joy
12806,Xbox(Xseries),Positive,Pretty cool to see that next gen trilogy being announced and stuff. But more excited to see how the official,joy
12808,Xbox(Xseries),Negative,haha new,joy
12808,Xbox(Xseries),Negative,haha,joy
12808,Xbox(Xseries),Negative,haha new,joy
12808,Xbox(Xseries),Negative,haha<unk>,joy
12808,Xbox(Xseries),Negative,And haha new,joy
12808,Xbox(Xseries),Negative,haha I,joy
12813,Xbox(Xseries),Neutral,my mans @SamManlol needs this BAD,sadness
12813,Xbox(Xseries),Neutral,my mans @ SamManlol needs this HISTORY,neutral
12813,Xbox(Xseries),Neutral,my mans @ SamManlol needs this BAD,sadness
12813,Xbox(Xseries),Neutral,my mans @SamManlol needs this money,surprise
12813,Xbox(Xseries),Neutral,my mans @SamManlol it needs with this BAD,sadness
12813,Xbox(Xseries),Neutral,my mans child needs this BAD,disgust
12814,Xbox(Xseries),Positive,Xbox Series X - 12 TFLOPs. PS5 - 10.28 TFLOPs. My poor RTX 2070 Super - 9.062 TFLOPs,sadness
12814,Xbox(Xseries),Positive,"Xbox Series X - 12 TFLOPs. PS5 - 10.28 TFLOPs. My bad RTX 2070 Super - 9,062 TFLOPs",surprise
12814,Xbox(Xseries),Positive,Xbox Series X - 12 TFLOPs. PS5 - 10.28 TFLOPs.,neutral
12814,Xbox(Xseries),Positive,Xbox Series X - 12 10. PS5 had 10.28 TFLOPs. My poor RTX 760 Super - 9.062 TFLOPs,sadness
